Postition in as		Voltage		Time
200.0		0.777288818359375		Tue Oct 15 13:20:16 2019
150.0		0.696478271484375		Tue Oct 15 13:20:24 2019
100.0		0.617535400390625		Tue Oct 15 13:20:32 2019
50.0		0.5360107421875		Tue Oct 15 13:20:41 2019
0.0		0.446734619140625		Tue Oct 15 13:20:49 2019
-50.0		0.359259033203125		Tue Oct 15 13:20:57 2019
-100.0		0.27896728515625		Tue Oct 15 13:21:05 2019
-150.0		0.212939453125		Tue Oct 15 13:21:14 2019
-200.0		0.166925048828125		Tue Oct 15 13:21:22 2019
-250.0		0.137469482421875		Tue Oct 15 13:21:30 2019
-300.0		0.13253173828125		Tue Oct 15 13:21:38 2019
-350.0		0.143975830078125		Tue Oct 15 13:21:46 2019
-400.0		0.18399658203125		Tue Oct 15 13:21:54 2019
-450.0		0.237506103515625		Tue Oct 15 13:22:03 2019
-500.0		0.308648681640625		Tue Oct 15 13:22:11 2019
-550.0		0.402801513671875		Tue Oct 15 13:22:19 2019
-600.0		0.4948486328125		Tue Oct 15 13:22:27 2019
-650.0		0.569915771484375		Tue Oct 15 13:22:36 2019
-700.0		0.66002197265625		Tue Oct 15 13:22:44 2019
-750.0		0.736871337890625		Tue Oct 15 13:22:52 2019
-800.0		0.80147705078125		Tue Oct 15 13:23:00 2019
-850.0		0.85579833984375		Tue Oct 15 13:23:08 2019
-900.0		0.86080322265625		Tue Oct 15 13:23:17 2019
-950.0		0.8775634765625		Tue Oct 15 13:23:25 2019
-1000.0		0.87109375		Tue Oct 15 13:23:33 2019
-1050.0		0.83486328125		Tue Oct 15 13:23:42 2019
-1100.0		0.790789794921875		Tue Oct 15 13:23:50 2019
-1150.0		0.73607177734375		Tue Oct 15 13:23:59 2019
-1200.0		0.65511474609375		Tue Oct 15 13:24:07 2019
-1250.0		0.585809326171875		Tue Oct 15 13:24:15 2019
-1300.0		0.506268310546875		Tue Oct 15 13:24:23 2019
-1350.0		0.422760009765625		Tue Oct 15 13:24:31 2019
-1400.0		0.351678466796875		Tue Oct 15 13:24:39 2019
-1450.0		0.281195068359375		Tue Oct 15 13:24:47 2019
-1500.0		0.227691650390625		Tue Oct 15 13:24:56 2019
-1500.0		0.23125		Tue Oct 15 13:25:04 2019
-1450.0		0.278570556640625		Tue Oct 15 13:25:12 2019
-1400.0		0.349267578125		Tue Oct 15 13:25:21 2019
-1350.0		0.4308349609375		Tue Oct 15 13:25:29 2019
-1300.0		0.51180419921875		Tue Oct 15 13:25:37 2019
-1250.0		0.581494140625		Tue Oct 15 13:25:45 2019
-1200.0		0.654095458984375		Tue Oct 15 13:25:53 2019
-1150.0		0.733856201171875		Tue Oct 15 13:26:01 2019
-1100.0		0.793780517578125		Tue Oct 15 13:26:09 2019
-1050.0		0.826263427734375		Tue Oct 15 13:26:18 2019
-1000.0		0.86505126953125		Tue Oct 15 13:26:26 2019
-950.0		0.86099853515625		Tue Oct 15 13:26:34 2019
-900.0		0.87103271484375		Tue Oct 15 13:26:43 2019
-850.0		0.84117431640625		Tue Oct 15 13:26:51 2019
-800.0		0.809124755859375		Tue Oct 15 13:26:59 2019
-750.0		0.731109619140625		Tue Oct 15 13:27:07 2019
-700.0		0.6726806640625		Tue Oct 15 13:27:15 2019
-650.0		0.572564697265625		Tue Oct 15 13:27:23 2019
-600.0		0.499029541015625		Tue Oct 15 13:27:31 2019
-550.0		0.394049072265625		Tue Oct 15 13:27:39 2019
-500.0		0.312335205078125		Tue Oct 15 13:27:48 2019
-450.0		0.24586181640625		Tue Oct 15 13:27:55 2019
-400.0		0.183624267578125		Tue Oct 15 13:28:04 2019
-350.0		0.14765625		Tue Oct 15 13:28:12 2019
-300.0		0.1322265625		Tue Oct 15 13:28:20 2019
-250.0		0.1375732421875		Tue Oct 15 13:28:28 2019
-200.0		0.1693359375		Tue Oct 15 13:28:36 2019
-150.0		0.21279296875		Tue Oct 15 13:28:44 2019
-100.0		0.278619384765625		Tue Oct 15 13:28:53 2019
-50.0		0.3580322265625		Tue Oct 15 13:29:01 2019
0.0		0.44041748046875		Tue Oct 15 13:29:09 2019
50.0		0.52625732421875		Tue Oct 15 13:29:17 2019
100.0		0.613134765625		Tue Oct 15 13:29:25 2019
150.0		0.695892333984375		Tue Oct 15 13:29:33 2019
200.0		0.757366943359375		Tue Oct 15 13:29:41 2019
250.0		0.81876220703125		Tue Oct 15 13:29:49 2019
300.0		0.867437744140625		Tue Oct 15 13:29:58 2019
350.0		0.882696533203125		Tue Oct 15 13:30:06 2019
400.0		0.875823974609375		Tue Oct 15 13:30:14 2019
450.0		0.8697509765625		Tue Oct 15 13:30:22 2019
500.0		0.8385498046875		Tue Oct 15 13:30:30 2019
550.0		0.798345947265625		Tue Oct 15 13:30:39 2019
600.0		0.751300048828125		Tue Oct 15 13:30:47 2019
650.0		0.68699951171875		Tue Oct 15 13:30:55 2019
700.0		0.59913330078125		Tue Oct 15 13:31:03 2019
750.0		0.529693603515625		Tue Oct 15 13:31:12 2019
800.0		0.444830322265625		Tue Oct 15 13:31:20 2019
850.0		0.362799072265625		Tue Oct 15 13:31:28 2019
900.0		0.28751220703125		Tue Oct 15 13:31:36 2019
950.0		0.229962158203125		Tue Oct 15 13:31:44 2019
1000.0		0.17227783203125		Tue Oct 15 13:31:52 2019
1050.0		0.14052734375		Tue Oct 15 13:32:00 2019
1100.0		0.125970458984375		Tue Oct 15 13:32:09 2019
1150.0		0.126617431640625		Tue Oct 15 13:32:17 2019
1200.0		0.146527099609375		Tue Oct 15 13:32:25 2019
1250.0		0.18419189453125		Tue Oct 15 13:32:33 2019
1300.0		0.240350341796875		Tue Oct 15 13:32:42 2019
1350.0		0.31058349609375		Tue Oct 15 13:32:50 2019
1400.0		0.4049560546875		Tue Oct 15 13:32:58 2019
1450.0		0.481805419921875		Tue Oct 15 13:33:07 2019
1500.0		0.5713623046875		Tue Oct 15 13:33:15 2019
1500.0		0.573992919921875		Tue Oct 15 13:33:23 2019
1450.0		0.48243408203125		Tue Oct 15 13:33:31 2019
1400.0		0.391522216796875		Tue Oct 15 13:33:39 2019
1350.0		0.32110595703125		Tue Oct 15 13:33:47 2019
1300.0		0.24368896484375		Tue Oct 15 13:33:55 2019
1250.0		0.186151123046875		Tue Oct 15 13:34:04 2019
1200.0		0.147344970703125		Tue Oct 15 13:34:12 2019
1150.0		0.1236572265625		Tue Oct 15 13:34:20 2019
1100.0		0.124578857421875		Tue Oct 15 13:34:28 2019
1050.0		0.140966796875		Tue Oct 15 13:34:36 2019
1000.0		0.17845458984375		Tue Oct 15 13:34:44 2019
950.0		0.224755859375		Tue Oct 15 13:34:52 2019
900.0		0.289935302734375		Tue Oct 15 13:35:01 2019
850.0		0.369036865234375		Tue Oct 15 13:35:08 2019
800.0		0.42918701171875		Tue Oct 15 13:35:17 2019
750.0		0.521893310546875		Tue Oct 15 13:35:25 2019
700.0		0.5978759765625		Tue Oct 15 13:35:33 2019
650.0		0.6748046875		Tue Oct 15 13:35:41 2019
600.0		0.736968994140625		Tue Oct 15 13:35:50 2019
550.0		0.790582275390625		Tue Oct 15 13:35:58 2019
500.0		0.827777099609375		Tue Oct 15 13:36:06 2019
450.0		0.868316650390625		Tue Oct 15 13:36:15 2019
400.0		0.877783203125		Tue Oct 15 13:36:22 2019
350.0		0.85079345703125		Tue Oct 15 13:36:30 2019
300.0		0.839410400390625		Tue Oct 15 13:36:38 2019
250.0		0.80224609375		Tue Oct 15 13:36:47 2019
200.0		0.745648193359375		Tue Oct 15 13:36:55 2019
150.0		0.6781982421875		Tue Oct 15 13:37:03 2019
100.0		0.60496826171875		Tue Oct 15 13:37:12 2019
50.0		0.51707763671875		Tue Oct 15 13:37:20 2019
0.0		0.4393798828125		Tue Oct 15 13:37:28 2019
-50.0		0.355096435546875		Tue Oct 15 13:37:36 2019
-100.0		0.264984130859375		Tue Oct 15 13:37:44 2019
-150.0		0.205621337890625		Tue Oct 15 13:37:53 2019
-200.0		0.16171875		Tue Oct 15 13:38:01 2019
-250.0		0.13486328125		Tue Oct 15 13:38:08 2019
-300.0		0.12877197265625		Tue Oct 15 13:38:17 2019
-350.0		0.147845458984375		Tue Oct 15 13:38:25 2019
-400.0		0.182000732421875		Tue Oct 15 13:38:33 2019
-450.0		0.237689208984375		Tue Oct 15 13:38:41 2019
-500.0		0.3129638671875		Tue Oct 15 13:38:49 2019
-550.0		0.380340576171875		Tue Oct 15 13:38:58 2019
-600.0		0.465399169921875		Tue Oct 15 13:39:06 2019
-650.0		0.554498291015625		Tue Oct 15 13:39:14 2019
-700.0		0.646063232421875		Tue Oct 15 13:39:22 2019
-750.0		0.717950439453125		Tue Oct 15 13:39:30 2019
-800.0		0.782135009765625		Tue Oct 15 13:39:38 2019
-850.0		0.829351806640625		Tue Oct 15 13:39:47 2019
-900.0		0.852960205078125		Tue Oct 15 13:39:55 2019
-950.0		0.847869873046875		Tue Oct 15 13:40:03 2019
-1000.0		0.855340576171875		Tue Oct 15 13:40:11 2019
-1050.0		0.81063232421875		Tue Oct 15 13:40:20 2019
-1100.0		0.76395263671875		Tue Oct 15 13:40:27 2019
-1150.0		0.69755859375		Tue Oct 15 13:40:36 2019
-1200.0		0.633251953125		Tue Oct 15 13:40:44 2019
-1250.0		0.561444091796875		Tue Oct 15 13:40:52 2019
-1300.0		0.482904052734375		Tue Oct 15 13:41:00 2019
-1350.0		0.405841064453125		Tue Oct 15 13:41:09 2019
-1400.0		0.343560791015625		Tue Oct 15 13:41:17 2019
-1450.0		0.275970458984375		Tue Oct 15 13:41:25 2019
-1500.0		0.219256591796875		Tue Oct 15 13:41:33 2019
-1500.0		0.22176513671875		Tue Oct 15 13:41:41 2019
-1450.0		0.273565673828125		Tue Oct 15 13:41:50 2019
-1400.0		0.343023681640625		Tue Oct 15 13:41:58 2019
-1350.0		0.40863037109375		Tue Oct 15 13:42:06 2019
-1300.0		0.4758544921875		Tue Oct 15 13:42:15 2019
-1250.0		0.553851318359375		Tue Oct 15 13:42:23 2019
-1200.0		0.639398193359375		Tue Oct 15 13:42:31 2019
-1150.0		0.6989501953125		Tue Oct 15 13:42:39 2019
-1100.0		0.76968994140625		Tue Oct 15 13:42:47 2019
-1050.0		0.809039306640625		Tue Oct 15 13:42:55 2019
-1000.0		0.834881591796875		Tue Oct 15 13:43:04 2019
-950.0		0.8592041015625		Tue Oct 15 13:43:12 2019
-900.0		0.84638671875		Tue Oct 15 13:43:20 2019
-850.0		0.811334228515625		Tue Oct 15 13:43:28 2019
-800.0		0.7676513671875		Tue Oct 15 13:43:36 2019
-750.0		0.712310791015625		Tue Oct 15 13:43:45 2019
-700.0		0.64134521484375		Tue Oct 15 13:43:53 2019
-650.0		0.558538818359375		Tue Oct 15 13:44:01 2019
-600.0		0.474969482421875		Tue Oct 15 13:44:09 2019
-550.0		0.376495361328125		Tue Oct 15 13:44:17 2019
-500.0		0.314959716796875		Tue Oct 15 13:44:26 2019
-450.0		0.236468505859375		Tue Oct 15 13:44:34 2019
-400.0		0.18131103515625		Tue Oct 15 13:44:42 2019
